student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,adr_city,adr_district,adr_postal,hobbies,skills,family,devices
741,Melinda Wright,19,Unknown,56,,East Jason,someone@gmail.com,25/03/1992 00:00,Python,110,Active,15.5,Average,96,20/02/1985 16:33,"Port Angelfort 6-kv, dom 20, Tashkent",Tashkent,Port Angelfort 6-kv,,"as, job","tech: python=2, excel=1, sql=3 | soft: man, upon","siblings: 3 | income: father=924, mother=1178",type: laptop | brand: Lenovo | year: 2019; type: phone | brand: Samsung | year: 2018
742,Jonathan Anderson,22,Male,77,,New Dawnshire,someone@gmail.com,26/10/2012 00:00,Data Science,100,Pending,2,Excellent,283,13/09/1991 00:00,"Apartment 49, Lisastad district, Tashkent, UZ, 100302",Tashkent,Lisastad district,100302,"page, Congress","tech: python=2, excel=3, sql=2 | soft: have, form","siblings: 5 | income: father=887, mother=1435",type: laptop | brand: Lenovo | year: 2021; type: phone | brand: Apple | year: 2020
743,Richard Rogers,19,Unknown,80,8224054295,Port Wandashire,yanggary@miles-morris.info,03/01/2014 00:00,Python,110,Active,3.7,Good,133,,UZ 100742 Tashkent Port Martha,Tashkent,,100742,,,,
744,Jonathan Stevens,18,Male,70,,Andreafurt,,28/01/1992 00:00,Data Science,100,Active,5.08,Excellent,214,26/06/2013 00:41,"Courtneyport 16-kv, dom 13, Tashkent",Tashkent,Courtneyport 16-kv,,"course, benefit","tech: python=1, excel=1, sql=2 | soft: choose, their","siblings: 1 | income: father=1187, mother=1136",type: laptop | brand: Dell | year: 2024; type: phone | brand: Samsung | year: 2019
745,Lisa Murphy,21,Unknown,74,15024547420,East Lauren,michaelwalker@erickson-martin.biz,19/09/1983 00:00,Data Science,61,Active,3.7,Good,76,05/12/1972 00:00,"13169 Davis Knolls, Castroland",Castroland,,13169,"player, daughter","tech: python=4, excel=4, sql=1 | soft: light, as","siblings: 0 | income: father=536, mother=1001",type: laptop | brand: Dell | year: 2022; type: phone | brand: Xiaomi | year: 2021
746,Sherri Alexander,21,Female,57,2154904363,Brownchester,pattersonmarie@yahoo.com,18/02/2010 00:00,Data Science,110,Inactive,5.08,Good,185,11/11/1990 00:00,"41485 Roach Park Suite 766, Joshuahaven",Joshuahaven,,41485,"learn, any","tech: python=2, excel=5, sql=3 | soft: want, outside","siblings: 1 | income: father=1049, mother=512",type: laptop | brand: Lenovo | year: 2024; type: phone | brand: Apple | year: 2018
747,,20,Male,84,,Sabrinamouth,austin07@compton-johnson.com,,Python,87,Inactive,0,Good,205,29/10/1999 00:00,"8768 Tracy Wall Apt. 624, North Yolanda",North Yolanda,,,,,,
748,Tonya Bruce,18,Unknown,63,,Westhaven,davidlamb@long-nunez.com,24/07/1972 00:00,Data Science,110,Inactive,3.7,Average,254,31/07/2004 00:00,"Pottsstad 30-kv, dom 38, Tashkent",Tashkent,Pottsstad 30-kv,,"minute, morning",,,
749,Jason Mack,20,Male,74,4531927531,Derekmouth,millerpatrick@leach.info,,Data Science,110,Active,0,,188,11/11/2000 01:10,"Ruthfort 25-kv, dom 28, Tashkent",Tashkent,Ruthfort 25-kv,,"often, toward",,,
750,Brandon Ryan,20,Male,83,,Potterborough,,27/12/2008 15:44,Data Science,110,Pending,5.08,Good,174,03/03/2011 00:00,"5988 James Views, Mccormickhaven",Mccormickhaven,,,,,,
751,,20,Female,93,6296121459,Alexanderview,njones@gmail.com,31/07/2014 23:32,Python,110,Inactive,4.5,Good,74,21/10/1986 00:00,UZ 100245 Tashkent New Diamond,Tashkent,,100245,"land, break","tech: python=1, excel=4, sql=1 | soft: one, understand","siblings: 3 | income: father=1269, mother=226",type: laptop | brand: HP | year: 2024; type: phone | brand: Xiaomi | year: 2023
752,Erica Stark,22,Female,90,,East Donald,,03/03/1981 00:00,Data Science,99,Active,4.5,Excellent,264,,UZ 100332 Tashkent Kaylastad,Tashkent,,100332,"agent, poor","tech: python=4, excel=5, sql=4 | soft: various, government","siblings: 5 | income: father=1255, mother=1382",type: laptop | brand: Lenovo | year: 2019; type: phone | brand: Xiaomi | year: 2021
753,,20,Male,63,4162379974,Port Christopherside,,12/12/2015 00:00,Data Science,100,Inactive,3.19,Good,164,30/01/2018 06:48,"South Juliaburgh 19-kv, dom 9, Tashkent",Tashkent,South Juliaburgh 19-kv,,,,,
754,Sarah Herrera,18,Male,80,5579072856,Port Elizabethshire,someone@gmail.com,02/12/2015 00:00,Data Science,110,Inactive,0,Excellent,95,01/08/2000 00:00,UZ 100158 Tashkent Katherinechester,Tashkent,,100158,,,,
755,Rebecca Williams,22,Female,57,8988574205,South Joshuaburgh,,05/05/1981 22:20,Data Science,110,Active,15.5,Excellent,139,17/10/1977 00:00,"East John 7-kv, dom 28, Tashkent",Tashkent,East John 7-kv,,"blood, general","tech: python=5, excel=4, sql=3 | soft: however, door","siblings: 3 | income: father=374, mother=370",type: laptop | brand: Dell | year: 2018; type: phone | brand: Apple | year: 2021
756,,19,Female,68,7840224979,Ballardstad,,11/02/2008 00:00,Data Science,100,Active,4.5,,181,19/03/2008 13:45,UZ 100780 Tashkent Lake Timothy,Tashkent,,100780,"whether, size","tech: python=1, excel=5, sql=4 | soft: art, share","siblings: 4 | income: father=716, mother=1323",type: laptop | brand: Dell | year: 2024; type: phone | brand: Xiaomi | year: 2019
757,,19,Male,92,,Port Vickie,andrew24@yahoo.com,24/07/1994 00:00,Data Science,100,Inactive,15.5,Excellent,178,16/07/1979 00:00,,,,,"product, class","tech: python=3, excel=4, sql=2 | soft: heart, office","siblings: 4 | income: father=1131, mother=694",type: laptop | brand: HP | year: 2023; type: phone | brand: Samsung | year: 2020
758,Kevin Chavez,20,Male,80,,Paultown,someone@gmail.com,,Python,92,Active,4.5,,118,03/08/1979 00:00,"38279 Johnson Junctions Apt. 058, Hopkinsshire",Hopkinsshire,,38279,"often, seat","tech: python=4, excel=3, sql=2 | soft: issue, beat","siblings: 1 | income: father=799, mother=686",type: laptop | brand: Dell | year: 2018; type: phone | brand: Xiaomi | year: 2019
759,Leslie Hubbard,21,Unknown,80,4131581431,Lake Jonport,harpersharon@yahoo.com,17/12/1971 00:00,Data Science,120,Pending,5.08,Good,117,08/12/1995 00:00,"58426 James Burg, Markmouth",Markmouth,,58426,,,,
760,Tracey Fields,18,Male,87,3891033742,East Jonathanbury,,05/03/2006 00:00,Data Science,110,Pending,3.99,Average,195,16/12/1998 00:00,"74126 Smith Drives, North Geoffreyburgh",North Geoffreyburgh,,74126,,,,
761,,18,Male,90,17924146936,Clarkport,mackenzie10@gmail.com,10/04/2011 17:37,Python,100,Inactive,3.7,Excellent,62,18/08/1978 00:00,"18410 Richard Orchard Suite 816, Charlesside",Charlesside,,18410,"floor, special",,,
762,William Stewart,22,Female,80,,Evansmouth,,16/12/2019 07:48,Python,95,Pending,4.5,Excellent,159,20/02/1978 00:00,"Apartment 32, Lake Christopher district, Tashkent, UZ, 100248",Tashkent,Lake Christopher district,100248,"whose, floor","tech: python=1, excel=4, sql=2 | soft: clearly, game","siblings: 5 | income: father=513, mother=1236",type: laptop | brand: Dell | year: 2023; type: phone | brand: Xiaomi | year: 2019
763,,20,Male,94,,East Jenniferton,,29/09/2016 00:00,Data Science,110,Inactive,5.08,Excellent,233,23/06/1983 00:00,"03154 Jessica Islands Apt. 709, New Kennethton",New Kennethton,,03154,"society, money","tech: python=4, excel=5, sql=2 | soft: such, seem","siblings: 4 | income: father=1284, mother=622",type: laptop | brand: Dell | year: 2021; type: phone | brand: Apple | year: 2022
764,,19,Female,90,,West Jessicafort,james82@smith.com,07/07/2014 06:59,Data Science,100,Active,15.5,Excellent,251,19/06/2002 00:00,UZ 100103 Tashkent East Amberburgh,Tashkent,,100103,"ask, threat","tech: python=3, excel=3, sql=3 | soft: ok, they","siblings: 2 | income: father=1394, mother=909",type: laptop | brand: Lenovo | year: 2023; type: phone | brand: Xiaomi | year: 2018
765,Tammy Garcia,18,Unknown,90,,South Dorischester,,24/04/2010 00:00,Data Science,110,Pending,5.08,Excellent,197,10/12/2005 00:00,"57963 Rachel Lock, Kevinhaven",Kevinhaven,,57963,"mind, even","tech: python=2, excel=3, sql=4 | soft: reduce, learn","siblings: 1 | income: father=483, mother=213",type: laptop | brand: HP | year: 2018; type: phone | brand: Apple | year: 2021
766,Mr. Andre Miller,21,Female,80,763151587,Garrettstad,,17/06/1973 06:27,Data Science,65,Inactive,15.5,Excellent,60,29/12/1990 00:00,UZ 100834 Tashkent South Kathrynberg,Tashkent,,100834,,,,
767,Angelica Holmes,20,Male,80,,Lake Matthew,ricemelanie@gmail.com,04/07/2008 00:00,Data Science,75,Inactive,4.5,Good,188,,"Apartment 39, Williamsshire district, Tashkent, UZ, 100365",Tashkent,Williamsshire district,100365,"western, last",,,
768,Jonathan Doyle,20,Female,76,7536577382,Walkerhaven,ericray@yahoo.com,,Python,100,Active,0,Average,123,03/08/2024 00:00,,,,,,,,
769,,20,Female,90,,Saraville,,16/08/2012 21:43,Data Science,100,Inactive,1.54,Good,279,10/12/1991 00:00,"East Alexchester 14-kv, dom 31, Tashkent",Tashkent,East Alexchester 14-kv,,"test, reveal","tech: python=1, excel=1, sql=4 | soft: national, but","siblings: 4 | income: father=404, mother=737",type: laptop | brand: Lenovo | year: 2023; type: phone | brand: Apple | year: 2023
770,Gene Gill,20,Female,55,8740833901,Port Angelberg,angeladavis@crawford.org,23/11/2024 08:36,Data Science,100,Inactive,3.7,Good,299,24/04/1985 11:22,UZ 100052 Tashkent Samanthatown,Tashkent,,100052,"money, expect","tech: python=2, excel=3, sql=2 | soft: paper, bit","siblings: 1 | income: father=376, mother=1305",type: laptop | brand: HP | year: 2016; type: phone | brand: Samsung | year: 2021
771,,21,Male,90,4279769186,Jenniferburgh,someone@gmail.com,29/09/1996 00:00,Data Science,110,Active,5.08,Average,184,02/12/1993 22:20,"Pamelaburgh 11-kv, dom 21, Tashkent",Tashkent,Pamelaburgh 11-kv,,,,,
772,Christopher Sullivan,20,Female,77,4353459683,Joshuaside,hunter62@vazquez-lewis.com,16/10/1988 00:00,Python,110,Active,4.5,Excellent,296,09/02/1991 20:50,UZ 100672 Tashkent East Jacobshire,Tashkent,,100672,"short, number","tech: python=3, excel=1, sql=5 | soft: occur, open","siblings: 5 | income: father=1495, mother=772",type: laptop | brand: Lenovo | year: 2024; type: phone | brand: Xiaomi | year: 2023
773,Tracy Austin,19,Male,80,,South Ivanburgh,,31/01/1980 23:10,Data Science,110,Inactive,5.08,,109,,UZ 100291 Tashkent West Andrew,Tashkent,,100291,"boy, single",,,
774,Kristina Anderson,18,Female,89,,East Jill,jake25@mcgee.com,21/04/1991 04:36,Data Science,79,Inactive,15.5,Excellent,85,13/03/1994 11:19,,,,,"ever, down","tech: python=4, excel=2, sql=2 | soft: turn, gun","siblings: 3 | income: father=362, mother=641",type: laptop | brand: Dell | year: 2018; type: phone | brand: Xiaomi | year: 2023
775,Chelsea Thompson,18,Female,90,7465843276,Claystad,jgaines@yahoo.com,13/05/2021 00:00,Data Science,100,Inactive,2,Good,239,16/02/1996 00:11,UZ 100223 Tashkent North Julie,Tashkent,,100223,"from, already","tech: python=4, excel=2, sql=3 | soft: magazine, place","siblings: 5 | income: father=1061, mother=281",type: laptop | brand: Dell | year: 2021; type: phone | brand: Samsung | year: 2022
776,Madison James,19,Female,73,75980702,East Dylan,,01/11/2007 17:58,Data Science,100,Inactive,3.7,Good,265,22/04/1998 14:38,,,,,"paper, chance","tech: python=3, excel=3, sql=1 | soft: economy, let","siblings: 0 | income: father=773, mother=1052",type: laptop | brand: Lenovo | year: 2024; type: phone | brand: Xiaomi | year: 2019
777,Adam Barnes,20,Female,90,1169406186,Lake Nicoleton,jeffrey42@kelly.com,25/01/2024 07:14,Data Science,93,Pending,3.7,Excellent,176,,"10288 Charles Expressway, Davidshire",Davidshire,,10288,"majority, size",,,
778,Tony Holland,20,Male,80,,Heathermouth,melissa71@yahoo.com,08/07/1998 00:00,Data Science,84,Active,0,Excellent,260,09/01/1978 09:40,"0850 Norma Manor Apt. 789, Port Aprilshire",Port Aprilshire,,,"conference, clear",,,
779,,20,Female,89,,North Jennifer,jacqueline67@lopez.info,,Data Science,98,Active,3.7,Excellent,78,,"Lake Katherine 9-kv, dom 42, Tashkent",Tashkent,Lake Katherine 9-kv,,"forget, capital","tech: python=3, excel=3, sql=5 | soft: memory, reveal","siblings: 3 | income: father=606, mother=211",type: laptop | brand: Dell | year: 2017; type: phone | brand: Xiaomi | year: 2021
780,Elizabeth Carrillo,21,Female,89,7270431621,Ayalaport,someone@gmail.com,28/04/2020 00:00,Python,69,Active,4.5,Excellent,164,19/06/2009 12:52,"Apartment 23, East Matthew district, Tashkent, UZ, 100465",Tashkent,East Matthew district,100465,,,,
781,Abigail Miller,19,Female,65,7558557960,West Carl,,03/05/1997 00:00,Data Science,100,Pending,5.08,Average,276,,"South Jennifer 6-kv, dom 50, Tashkent",Tashkent,South Jennifer 6-kv,,"fine, traditional","tech: python=5, excel=2, sql=3 | soft: seven, guess","siblings: 0 | income: father=547, mother=1304",type: laptop | brand: Lenovo | year: 2019; type: phone | brand: Xiaomi | year: 2022
782,Erika Thompson,19,Male,72,3253486105,New Donborough,,14/03/1976 00:00,Data Science,110,Pending,4.5,Average,238,23/06/1988 00:00,,,,,"able, toward",,,
783,Richard Powell,18,Unknown,69,,Jameschester,someone@gmail.com,,Data Science,110,Inactive,0,Good,73,25/07/1973 00:00,"Apartment 9, Christinastad district, Tashkent, UZ, 100084",Tashkent,Christinastad district,100084,"along, staff","tech: python=1, excel=3, sql=5 | soft: energy, outside","siblings: 0 | income: father=524, mother=1011",type: laptop | brand: Dell | year: 2017; type: phone | brand: Apple | year: 2021
784,Howard Frank,19,Unknown,80,1602992499,New Shelia,,16/03/1996 00:00,Data Science,110,Inactive,2,Excellent,298,19/11/2008 00:00,UZ 100325 Tashkent Michaelland,Tashkent,,100325,"ball, suddenly","tech: python=3, excel=2, sql=4 | soft: future, out","siblings: 0 | income: father=1069, mother=255",type: laptop | brand: HP | year: 2022; type: phone | brand: Xiaomi | year: 2021
785,,21,Unknown,59,1237534701,Morrisstad,,27/04/1982 00:00,Data Science,100,Active,15.5,,147,,"033 Stewart Lights Suite 397, South Courtneymouth",South Courtneymouth,,,"organization, near","tech: python=1, excel=3, sql=4 | soft: share, interest","siblings: 4 | income: father=1393, mother=672",type: laptop | brand: Dell | year: 2015; type: phone | brand: Xiaomi | year: 2022
786,,20,Female,76,,Jonathanchester,cortezholly@yahoo.com,,Data Science,61,Pending,0,,128,,"697 Debbie Neck Suite 615, Fosterside",Fosterside,,,"meet, thought",,,
787,Bradley Schwartz,22,Unknown,92,8081435711,South Jacquelinemouth,jeanette11@smith.com,26/11/1995 00:00,Data Science,100,Pending,4.5,Average,244,02/07/2011 00:00,,,,,"several, practice","tech: python=5, excel=5, sql=4 | soft: strategy, hear","siblings: 3 | income: father=757, mother=1335",type: laptop | brand: Dell | year: 2018; type: phone | brand: Xiaomi | year: 2020
788,Michelle Jones,19,Female,79,4058632330,Anthonyshire,,,Data Science,94,Inactive,0,,65,01/06/2000 00:00,UZ 100501 Tashkent Ochoahaven,Tashkent,,100501,"nice, last","tech: python=5, excel=3, sql=5 | soft: avoid, include","siblings: 2 | income: father=829, mother=631",type: laptop | brand: HP | year: 2019; type: phone | brand: Samsung | year: 2022
789,Bradley Hawkins,22,Female,71,16185205972,East Sarahport,vazquezjessica@gmail.com,14/04/2004 23:11,Python,100,Active,15.5,Excellent,237,30/01/1993 02:39,"3626 Joseph Bridge, Port Rebecca",Port Rebecca,,,"responsibility, city",,,
790,Edward Holmes,21,Female,51,,East Deborahview,someone@gmail.com,22/10/2012 00:00,Python,110,Inactive,3.7,Average,184,09/12/2016 23:58,"Apartment 2, North Melissafort district, Tashkent, UZ, 100116",Tashkent,North Melissafort district,100116,"establish, evidence","tech: python=1, excel=5, sql=4 | soft: color, main","siblings: 2 | income: father=1287, mother=408",type: laptop | brand: Lenovo | year: 2019; type: phone | brand: Apple | year: 2022
791,Tyler Burke,20,Unknown,95,,South Jeremy,kimberlycolon@gilbert.biz,08/06/1984 00:00,Python,101,Inactive,0,,276,26/04/1976 00:00,"South Michellestad 28-kv, dom 8, Tashkent",Tashkent,South Michellestad 28-kv,,"out, art","tech: python=1, excel=3, sql=4 | soft: affect, prepare","siblings: 3 | income: father=558, mother=689",type: laptop | brand: Dell | year: 2018; type: phone | brand: Xiaomi | year: 2024
792,,19,Female,80,1991897524,Danaburgh,,29/07/1982 00:00,Data Science,110,Pending,0,Excellent,201,31/01/1997 00:00,UZ 100432 Tashkent Angelaberg,Tashkent,,100432,"upon, education","tech: python=5, excel=4, sql=5 | soft: data, technology","siblings: 0 | income: father=1399, mother=1094",type: laptop | brand: Lenovo | year: 2022; type: phone | brand: Apple | year: 2018
793,Alexander Baird,20,Female,88,,Rickyland,,04/05/1993 08:28,Data Science,100,Pending,15.5,,92,19/07/2018 00:00,,,,,"ago, the","tech: python=2, excel=2, sql=4 | soft: throughout, last","siblings: 5 | income: father=1117, mother=593",type: laptop | brand: HP | year: 2023; type: phone | brand: Apple | year: 2024
794,,18,Male,70,206021317,West Angelastad,,30/10/1974 12:21,Data Science,100,Inactive,2,Excellent,236,24/12/1989 00:00,"Apartment 42, New Fernando district, Tashkent, UZ, 100031",Tashkent,New Fernando district,100031,"avoid, happen","tech: python=4, excel=4, sql=2 | soft: choice, prove","siblings: 3 | income: father=881, mother=297",type: laptop | brand: Dell | year: 2019; type: phone | brand: Samsung | year: 2021
795,,20,Female,80,16121529772,East Jo,,23/04/2025 00:00,Data Science,100,Active,4.5,,242,03/04/2020 00:00,"Stephaniebury 3-kv, dom 8, Tashkent",Tashkent,Stephaniebury 3-kv,,"from, fall","tech: python=1, excel=2, sql=2 | soft: assume, late","siblings: 1 | income: father=454, mother=658",type: laptop | brand: Dell | year: 2024; type: phone | brand: Apple | year: 2018
796,,20,Female,90,9342938606,Port John,gryan@cruz-suarez.com,16/06/1984 00:00,Data Science,100,Pending,5.08,Good,163,30/08/2021 18:23,,,,,"fact, boy","tech: python=2, excel=5, sql=5 | soft: newspaper, look","siblings: 2 | income: father=1337, mother=528",type: laptop | brand: HP | year: 2018; type: phone | brand: Apple | year: 2020
797,Grant Oneill,21,Female,90,14076368425,Mcmillanview,,,Python,109,Inactive,5.08,Good,84,16/05/2019 01:21,UZ 100895 Tashkent West Jessicaview,Tashkent,,100895,"table, least","tech: python=2, excel=5, sql=2 | soft: believe, stock","siblings: 1 | income: father=1214, mother=592",type: laptop | brand: HP | year: 2017; type: phone | brand: Xiaomi | year: 2019
798,,19,Female,92,3939922626,Kerrymouth,davisamy@yahoo.com,,Python,100,Inactive,0,Excellent,295,10/12/2023 17:59,"01332 Gordon Ford Apt. 639, East Pamelachester",East Pamelachester,,01332,"at, word","tech: python=5, excel=1, sql=5 | soft: occur, training","siblings: 0 | income: father=373, mother=699",type: laptop | brand: HP | year: 2021; type: phone | brand: Samsung | year: 2023
799,Linda Hernandez,19,Female,61,,New Kylefort,tom51@hill-mcbride.org,25/09/2004 04:34,Data Science,100,Active,3.7,Excellent,75,31/12/1977 12:06,,,,,"continue, everybody","tech: python=5, excel=5, sql=4 | soft: others, actually","siblings: 1 | income: father=1008, mother=679",type: laptop | brand: Dell | year: 2015; type: phone | brand: Xiaomi | year: 2022
800,Jeffrey Jones,19,Female,71,8511048595,North Lindaton,,11/08/1984 04:13,Data Science,74,Inactive,3.7,Average,184,26/02/1998 00:00,"West Anthony 17-kv, dom 21, Tashkent",Tashkent,West Anthony 17-kv,,"bad, I",,,
801,,19,Female,76,6571719683,Bakertown,,30/07/1997 15:21,Data Science,64,Inactive,4.5,Good,77,18/07/1976 00:00,"Apartment 25, New Jerry district, Tashkent, UZ, 100509",Tashkent,New Jerry district,100509,"middle, card","tech: python=1, excel=5, sql=5 | soft: really, eye","siblings: 5 | income: father=1041, mother=306",type: laptop | brand: HP | year: 2016; type: phone | brand: Xiaomi | year: 2020
802,Debra Wade,20,Male,97,78139193,West Cynthiafurt,victorwright@phillips.com,28/10/2025 02:46,Python,100,Pending,5.08,Good,143,,,,,,"star, above","tech: python=5, excel=2, sql=5 | soft: deal, each","siblings: 5 | income: father=509, mother=343",type: laptop | brand: HP | year: 2016; type: phone | brand: Samsung | year: 2018
803,Michael Pacheco,18,Male,90,,Daviesland,,19/05/1972 00:00,Data Science,85,Inactive,0,Good,243,07/04/1987 00:00,,,,,,,,
804,Erika Hardy,20,Female,82,9957655179,North Dennis,someone@gmail.com,30/08/1996 00:00,Data Science,100,Inactive,3.7,,88,24/02/1993 00:00,UZ 100460 Tashkent Nicholasport,Tashkent,,100460,,,,
805,Lisa Gibson,20,Female,70,,Lake Allisonport,kelleywanda@yahoo.com,20/01/2003 00:00,Data Science,89,Active,0,Good,187,,"Kristinabury 6-kv, dom 7, Tashkent",Tashkent,Kristinabury 6-kv,,"five, the","tech: python=3, excel=3, sql=4 | soft: pay, attention","siblings: 1 | income: father=987, mother=601",type: laptop | brand: HP | year: 2024; type: phone | brand: Xiaomi | year: 2022
806,,19,Female,68,2629356533,South Juliehaven,,29/05/2019 00:00,Data Science,110,Inactive,3.7,Average,296,27/01/1977 16:13,UZ 100501 Tashkent Jeffreyhaven,Tashkent,,100501,"half, season",,,
807,,22,Female,90,12367945761,Port Sarah,kenneth39@anthony.info,28/01/1984 00:00,Data Science,110,Inactive,5.08,,113,,UZ 100749 Tashkent Angieborough,Tashkent,,100749,"treatment, medical","tech: python=1, excel=2, sql=3 | soft: reach, unit","siblings: 1 | income: father=1437, mother=1091",type: laptop | brand: Dell | year: 2019; type: phone | brand: Samsung | year: 2024
808,Sharon Moore,20,Unknown,90,1692402387,Albertshire,,26/01/2019 00:00,Data Science,100,Active,2,Excellent,252,26/12/1984 14:43,"Apartment 44, North James district, Tashkent, UZ, 100181",Tashkent,North James district,100181,"nothing, machine","tech: python=5, excel=4, sql=1 | soft: night, rather","siblings: 2 | income: father=1220, mother=1068",type: laptop | brand: Dell | year: 2024; type: phone | brand: Apple | year: 2018
809,Amber Kelly,20,Male,80,,Port Jerry,someone@gmail.com,01/01/2017 00:00,Data Science,110,Pending,4.03,Average,292,08/09/2017 01:33,,,,,"method, within","tech: python=3, excel=5, sql=1 | soft: put, leg","siblings: 4 | income: father=734, mother=1405",type: laptop | brand: Lenovo | year: 2024; type: phone | brand: Apple | year: 2023
810,Jennifer English,19,Male,80,,Port Joshua,,03/09/2019 19:30,Python,90,Inactive,4.5,,109,21/11/2007 13:42,"Apartment 17, Port Brandi district, Tashkent, UZ, 100041",Tashkent,Port Brandi district,100041,"property, resource","tech: python=2, excel=3, sql=5 | soft: behavior, situation","siblings: 4 | income: father=682, mother=1487",type: laptop | brand: Dell | year: 2023; type: phone | brand: Xiaomi | year: 2020
811,Crystal King,18,Unknown,80,5384351329,New Taylorchester,jennakeller@yahoo.com,,Data Science,105,Pending,5.08,Good,129,09/12/1982 05:21,UZ 100887 Tashkent Port Brendafurt,Tashkent,,100887,"suffer, fight","tech: python=2, excel=1, sql=2 | soft: head, always","siblings: 5 | income: father=1440, mother=1458",type: laptop | brand: HP | year: 2020; type: phone | brand: Apple | year: 2019
812,,22,Male,90,,Port Brianside,,,Data Science,100,Inactive,15.5,Average,52,06/07/2005 00:00,"Apartment 14, East Monica district, Tashkent, UZ, 100389",Tashkent,East Monica district,100389,"teacher, tell","tech: python=2, excel=4, sql=5 | soft: research, under","siblings: 5 | income: father=357, mother=805",type: laptop | brand: Lenovo | year: 2019; type: phone | brand: Apple | year: 2022
813,Aaron Webster,20,Unknown,84,5866642250,West Donna,,02/09/1993 02:08,Python,100,Pending,3.7,Good,203,,,,,,"rate, she","tech: python=3, excel=3, sql=1 | soft: important, various","siblings: 1 | income: father=693, mother=463",type: laptop | brand: Lenovo | year: 2023; type: phone | brand: Samsung | year: 2021
814,Steven Kelley,20,Female,80,,East Amandachester,sara20@gmail.com,22/05/1980 00:00,Python,65,Active,4.5,Excellent,223,20/11/1982 18:43,,,,,,,,
815,,20,Female,83,2390415612,North Josephfort,chahn@graves.com,17/01/1998 23:19,Data Science,110,Active,3.69,Average,107,15/04/2023 21:13,,,,,,,,
816,Michelle Rodriguez,18,Female,93,1160567814,West Deanna,ubell@harmon.info,14/06/2010 00:00,Data Science,110,Inactive,4.5,Excellent,244,25/09/1989 00:00,,,,,,,,
817,Joshua Munoz,20,Female,80,5787908153,West Margaretchester,wchan@hotmail.com,29/01/2005 00:00,Python,100,Active,3.24,Average,101,,"Apartment 48, Williamton district, Tashkent, UZ, 100704",Tashkent,Williamton district,100704,,,,
818,Randy Hogan,19,Female,80,,New Laura,bennettdonna@moore.info,19/07/1991 13:36,Python,91,Active,4.5,Average,261,08/11/2021 09:20,,,,,"education, police","tech: python=4, excel=5, sql=2 | soft: last, year","siblings: 5 | income: father=1262, mother=656",type: laptop | brand: Lenovo | year: 2022; type: phone | brand: Samsung | year: 2018
819,Thomas Rogers,20,Female,90,2262674539,Sandramouth,,13/06/1970 00:00,Data Science,100,Pending,4.5,Good,85,10/11/1995 00:00,"Christineview 27-kv, dom 19, Tashkent",Tashkent,Christineview 27-kv,,"leave, address","tech: python=4, excel=2, sql=5 | soft: attack, surface","siblings: 0 | income: father=609, mother=212",type: laptop | brand: HP | year: 2016; type: phone | brand: Samsung | year: 2018
820,,20,Female,82,9711114927,Scotthaven,,,Data Science,110,Inactive,4,Excellent,234,06/06/1972 08:39,"Apartment 19, Larryland district, Tashkent, UZ, 100863",Tashkent,Larryland district,100863,"old, into",,,
821,,19,Female,80,,East Melissa,tuckerjeremy@giles.net,05/11/1991 00:00,Data Science,113,Active,0,Average,208,22/11/1995 00:00,"156 Mack Ports, Floresbury",Floresbury,,,"news, economic",,,
822,Sandra Allen,19,Female,90,8453138332,New Joseph,,,Python,100,Inactive,15.5,Excellent,258,02/12/2022 17:50,"West Mark 17-kv, dom 41, Tashkent",Tashkent,West Mark 17-kv,,"trade, customer",,,
823,Grace Russell,20,Female,95,,North James,kellyromero@mccoy.biz,17/07/2009 00:00,Data Science,110,Pending,3.7,Good,250,12/11/1977 00:00,"0473 Hess Dam Suite 547, South Charles",South Charles,,,"already, return",,,
824,,19,Male,80,,Port Nathan,,29/07/2011 13:34,Data Science,100,Inactive,4.5,Excellent,158,,,,,,"Republican, dark","tech: python=3, excel=5, sql=5 | soft: each, focus","siblings: 5 | income: father=625, mother=1472",type: laptop | brand: HP | year: 2020; type: phone | brand: Apple | year: 2024
825,Elizabeth Hawkins,22,Female,90,,East Alicia,,20/04/2015 00:00,Data Science,100,Active,4.5,Average,239,25/12/1974 00:00,"Lake Annafurt 16-kv, dom 40, Tashkent",Tashkent,Lake Annafurt 16-kv,,"market, administration",,,
826,,21,Male,90,,Youngmouth,,20/11/1980 00:00,Python,100,Inactive,15.5,,270,20/05/1991 00:00,,,,,,,,
827,Douglas Matthews,19,Female,80,3919968082,Lake Donnaland,kevin36@yahoo.com,26/09/1984 10:03,Data Science,103,Active,1.59,,229,16/02/1991 04:17,,,,,"both, believe","tech: python=4, excel=5, sql=2 | soft: the, culture","siblings: 3 | income: father=924, mother=769",type: laptop | brand: Lenovo | year: 2018; type: phone | brand: Samsung | year: 2022
828,Christian Butler,22,Male,71,,Lake Christophermouth,someone@gmail.com,20/09/2000 05:52,Data Science,110,Active,2,Excellent,299,15/06/1975 00:00,UZ 100216 Tashkent Johnchester,Tashkent,,100216,"next, improve","tech: python=1, excel=2, sql=1 | soft: organization, catch","siblings: 5 | income: father=356, mother=313",type: laptop | brand: Lenovo | year: 2018; type: phone | brand: Apple | year: 2022
